Main food description,GCAM,Energy (kcal),Protein (g),Carbohydrate (g),"Sugars, total
(g)","Fiber, total dietary (g)",Total Fat (g),"Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",Cholesterol (mg),Retinol (mcg),"Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)",Vitamin B-12 (mcg),"Vitamin B-12, added
(mcg)",Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Vitamin E (alpha-tocopherol) (mg),"Vitamin E, added
(mg)",Vitamin K (phylloquinone) (mcg),Calcium (mg),Phosphorus (mg),Magnesium (mg),"Iron
(mg)","Zinc
(mg)",Copper (mg),Selenium (mcg),Potassium (mg),Sodium (mg),Caffeine (mg),Theobromine (mg),Alcohol (g),"4:0
(g)","6:0
(g)","8:0
(g)","10:0
(g)","12:0
(g)","14:0
(g)","16:0
(g)","18:0
(g)","16:1
(g)","18:1
(g)","20:1
(g)","22:1
(g)","18:2
(g)","18:3
(g)","18:4
(g)","20:4
(g)","20:5 n-3
(g)","22:5 n-3
(g)","22:6 n-3
(g)","Water
(g)"
"Fennel bulb, cooked",RootTuber,62,1.42,8.32,4.48,3.5,3.22,0.891,1.105,1.083,2,13,65,0,631,0,0,657,0.01,0.035,0.693,0.067,0,26,26,26,15.3,0,0,11.6,0,1.06,0,74.1,56,57,19,0.84,0.23,0.075,0.8,472,202,0,0,0,0.021,0.015,0.009,0.02,0.024,0.077,0.523,0.171,0.019,1.061,0.014,0,0.982,0.101,0,0.001,0,0,0,85.48
"Garlic, cooked",RootTuber,142,6.58,28.03,0.99,2.7,0.38,0.088,0.011,0.248,0,0,0,0,4,0,0,14,0.179,0.104,0.661,1.166,0,2,2,2,23.1,0,0,8,0,0.08,0,1.7,180,152,25,1.69,1.15,0.297,9.7,399,248,0,0,0,0,0,0,0.002,0,0,0.086,0,0,0.011,0,0,0.228,0.02,0,0,0,0,0,62.73
"Kohlrabi, cooked",RootTuber,51,1.72,6.26,2.63,3.6,2.75,0.711,0.917,0.837,2,11,14,0,26,0,0,0,0.045,0.019,0.383,0.153,0,14,14,14,12.6,0,0,53.1,0,0.84,0,2.4,25,47,19,0.41,0.03,0.13,0.7,353,146,0,0,0,0.019,0.013,0.008,0.018,0.021,0.066,0.395,0.143,0.015,0.881,0.013,0,0.719,0.116,0,0.001,0,0,0,87.94
"Onions, cooked, no added fat",RootTuber,47,1.29,10.96,4.97,2,0.12,0.049,0.015,0.02,0,0,0,0,1,0,0,4,0.049,0.03,0.129,0.127,0,19,19,19,7.2,0,0,7.4,0,0.02,0,0.5,27,34,12,0.25,0.2,0.046,0.6,171,141,0,0,0,0,0,0,0,0,0.005,0.04,0.005,0,0.015,0,0,0.015,0.005,0,0,0,0,0,86.88
"Daikon radish, cooked",RootTuber,38,0.67,3.3,1.81,1.5,2.64,0.701,0.89,0.804,2,11,11,0,9,0,0,9,0.011,0.036,0.234,0.078,0,21,21,21,6.5,0,0,12.2,0,0.34,0,3.5,25,20,10,0.33,0.27,0.048,0.6,226,159,0,0,0,0.018,0.013,0.007,0.017,0.02,0.064,0.394,0.141,0.014,0.856,0.012,0,0.687,0.116,0,0.001,0,0,0,92.55
"Rutabaga, cooked",RootTuber,63,1.13,8.98,4.65,2.4,2.9,0.749,0.965,0.906,2,12,12,0,6,1,14,19,0.084,0.04,0.692,0.111,0,19,19,19,14.9,0,0,22.1,0,0.68,0,2.7,45,55,21,0.46,0.25,0.033,0.7,318,143,0,0,0,0.019,0.014,0.008,0.018,0.022,0.069,0.421,0.15,0.015,0.928,0.013,0,0.758,0.147,0,0.001,0,0,0,85.91
"Salsify, cooked",RootTuber,89,2.65,14.88,2.81,3,2.71,0.71,0.876,0.829,2,11,11,0,5,0,0,0,0.054,0.168,0.38,0.227,0,15,15,15,25.3,0,0,4.5,0,0.52,0,2.5,46,54,17,0.54,0.29,0.068,0.6,274,136,0,0,0,0.018,0.013,0.007,0.017,0.02,0.067,0.402,0.139,0.014,0.842,0.012,0,0.733,0.096,0,0.001,0,0,0,78.74
"Turnip, cooked",RootTuber,54,0.95,6.7,3.96,1.9,2.84,0.732,0.945,0.869,2,12,12,0,5,0,0,0,0.038,0.03,0.396,0.102,0,13,13,13,11.8,0,0,18.6,0,0.4,0,2.5,32,28,11,0.32,0.28,0.089,0.7,199,200,0,0,0,0.019,0.014,0.008,0.018,0.022,0.069,0.406,0.148,0.016,0.909,0.013,0,0.734,0.134,0,0.001,0,0,0,88.45
"Lamb, chop",SheepGoat,264,27.36,0,0,0,16.27,6.602,6.925,1.151,97,0,0,0,0,0,0,0,0.104,0.263,6.92,0.144,0,21,21,21,100.2,2.48,0,0,0.1,0.14,0,4.3,20,209,26,1.89,3.78,0.136,29.9,349,387,0,0,0,0,0,0,0.04,0.064,0.605,3.398,2.158,0.476,6.319,0,0,0.883,0.203,0,0.064,0,0,0,55.83
"Lamb, ground",SheepGoat,281,24.55,0,0,0,19.49,8.056,8.254,1.389,96,0,0,0,0,0,0,0,0.099,0.248,6.647,0.139,0,19,19,19,92.7,2.59,0,0,0.1,0.14,0,5.3,22,199,24,1.78,4.63,0.127,27.5,336,388,0,0,0,0,0,0,0.05,0.079,0.744,4.117,2.609,0.565,7.51,0,0,1.062,0.258,0,0.069,0,0,0,54.66
Goat,SheepGoat,142,26.88,0,0,0,3.01,0.923,1.349,0.228,74,0,0,0,0,0,0,0,0.089,0.605,3.919,0,0,5,5,5,105.6,1.18,0,0,0,0.34,0,1.2,17,199,0,3.7,5.23,0.301,11.7,402,392,0,0,0,0,0,0,0,0,0.04,0.427,0.427,0.06,1.23,0,0,0.129,0.02,0,0.079,0,0,0,67.67
"Soybeans, cooked",Soybean,218,16.92,7.77,2.79,5.6,14.84,2.094,4.464,7.325,0,0,0,0,5,0,0,0,0.137,0.252,0.352,0.207,0,48,48,48,44.2,0,0,1.5,0,1.38,0,25,95,228,80,4.79,1.07,0.378,6.8,479,217,0,0,0,0,0,0,0,0,0.027,1.528,0.487,0.046,4.369,0.045,0,6.46,0.861,0,0,0,0,0,58.13
"Soy milk, unsweetened, plain",Soybean,38,3.55,1.29,0.56,0.45,2.12,0.314,0.416,1.15,0,58,58,0,0,0,0,8,0.063,0.084,0.236,0.055,0,0,0,20,0,0.39,0,0,0.68,0.16,0,0,101,69,0.208,0.54,0.31,0.108,1.9,158,34,0,0,0,0,0,0,0,0,0.004,0.218,0.073,0.002,0.409,0.005,0,0.988,0.166,0,0,0,0,0,92.4
"Oil, soybean, salad or cooking",Soybean,884,0,0,0,0,100,15.6,22.8,57.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,8.18,0,184,0,0,0,0.05,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,4.44,0,22.6,0.233,0,51,6.79,0,0,0,0,0,0
"Tofu, hard, prepared with nigari",Soybean,145,12.7,4.39,0,0.6,9.99,1.44,2.2,5.64,0,0,0,0,0,0,0,0,0.042,0.077,0.639,0.039,0,22,22,22,0,0,0,0.3,0,0,0,0,345,231,53,2.75,1.66,0.328,16.8,146,2,0,0,0,0,0,0,0,0,0.027,1.06,0.356,0.027,2.18,0,0,4.97,0.667,0,0,0,0,0,71.1
"Tofu, extra firm, prepared with nigari",Soybean,83,9.98,1.18,0.71,1,5.26,0.919,1.32,2.66,0,0,0,0,0,0,0,0,0.048,0.048,0.241,0.083,0,9,9,9,33,0,0,0,0,0.01,0,2.8,282,111,35,2.04,1.07,0.2,13,130,4,0,0,0,0,0,0,0,0,0.009,0.631,0.27,0,1.25,0.018,0,2.39,0.261,0,0,0,0,0,82.3
"Sugar, white, granulated or lump",SugarCrop,401,0,99.6,99.8,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.05,0.01,0.007,0.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
"Sugar, white, confectioner's, powdered",SugarCrop,389,0,99.77,97.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.06,0.01,0.007,0.6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23
"Sugar, brown",SugarCrop,380,0.12,98.09,97.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.041,0,1,1,1,2.3,0,0,0,0,0,0,0,83,4,9,0.71,0.03,0.047,1.2,133,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34
Honey,SugarCrop,304,0.3,82.4,82.12,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.121,0.024,0,2,2,2,2.2,0,0,0.5,0,0,0,0,6,4,2,0.42,0.22,0.036,0.8,52,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1
Molasses,SugarCrop,290,0,74.73,74.72,0,0.1,0.018,0.032,0.05,0,0,0,0,0,0,0,0,0.041,0.002,0.93,0.67,0,0,0,0,13.3,0,0,0,0,0,0,0,205,31,242,4.72,0.29,0.487,17.8,1464,37,0,0,0,0,0,0,0,0,0,0.018,0.002,0,0.032,0,0,0.05,0,0,0,0,0,0,21.87
"Plantain, cooked, no added fat",Vegetables,122,1.3,31.8,17.46,1.7,0.35,0,0,0,0,0,53,415,433,0,0,28,0.056,0.072,0.636,0.217,0,19,19,19,13.5,0,0,15.6,0,0,0,28.7,3,32,36,0.55,0.19,0.074,1.5,486,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.01
"Dasheen, cooked",Vegetables,141,1.57,27.55,0.42,4.3,2.95,0.764,0.956,0.9,2,12,16,0,40,20,0,0,0.089,0.025,0.593,0.283,0,20,20,20,18.3,0,0,4,0,2.84,0,3.4,45,88,34,0.58,0.24,0.179,0.7,616,142,0,0,0,0.019,0.014,0.008,0.018,0.022,0.069,0.432,0.153,0.015,0.919,0.013,0,0.782,0.118,0,0.001,0,0,0,66.36
"Taro, cooked",Vegetables,141,1.57,27.55,0.42,4.3,2.95,0.764,0.956,0.9,2,12,16,0,40,20,0,0,0.089,0.025,0.593,0.283,0,20,20,20,18.3,0,0,4,0,2.84,0,3.4,45,88,34,0.58,0.24,0.179,0.7,616,142,0,0,0,0.019,0.014,0.008,0.018,0.022,0.069,0.432,0.153,0.015,0.919,0.013,0,0.782,0.118,0,0.001,0,0,0,66.36
Fufu,Vegetables,166,1.5,33.59,1.1,3.1,2.99,0.781,0.986,0.882,2,12,15,0,27,10,0,0,0.085,0.036,0.719,0.191,0,22,22,22,21.6,0,0,11.1,0,1.7,0,3.9,31,58,28,0.43,0.3,0.142,0.7,449,143,0,0,0,0.019,0.014,0.008,0.018,0.022,0.069,0.45,0.153,0.015,0.95,0.013,0,0.768,0.114,0,0.001,0,0,0,60.65
"Broccoli raab, raw",Vegetables,22,3.17,2.85,0.38,2.7,0.49,0.083,0.044,0.218,0,0,131,0,1573,0,0,1121,0.162,0.129,1.221,0.171,0,83,83,83,18.3,0,0,20.2,0,1.62,0,224,108,73,22,2.14,0.77,0.042,1,196,33,0,0,0,0,0,0,0,0,0,0.073,0.011,0,0.015,0,0,0.029,0.189,0,0,0,0,0,92.55
"Broccoli raab, cooked",Vegetables,46,3.2,2.88,0.39,2.7,3.15,0.782,0.954,1.008,2,11,137,0,1512,0,0,1074,0.147,0.124,1.17,0.181,0,63,63,63,18.7,0,0,14.3,0,1.99,0,228.2,109,74,22,2.16,0.78,0.042,1,198,159,0,0,0,0.019,0.013,0.008,0.018,0.021,0.066,0.457,0.153,0.015,0.889,0.013,0,0.728,0.28,0,0.001,0,0,0,89.5
"Chard, raw",Vegetables,19,1.8,3.74,1.1,1.6,0.2,0.03,0.04,0.07,0,0,306,45,3647,0,0,11000,0.04,0.09,0.4,0.099,0,14,14,14,18,0,0,30,0,1.89,0,830,51,46,81,1.8,0.36,0.179,0.9,379,213,0,0,0,0,0,0,0,0,0,0.03,0,0,0.04,0,0,0.063,0.007,0,0,0,0,0,92.66
"Chard, cooked",Vegetables,44,1.88,3.9,1.15,1.7,2.95,0.752,0.981,0.887,2,12,315,45,3612,0,0,10878,0.038,0.089,0.396,0.115,0,11,11,11,19,0,0,21.9,0,2.33,0,866.4,54,48,84,1.88,0.38,0.186,0.9,395,352,0,0,0,0.019,0.014,0.008,0.018,0.022,0.069,0.427,0.147,0.015,0.944,0.013,0,0.787,0.1,0,0.001,0,0,0,89.28
"Collards, raw",Vegetables,32,3.02,5.42,0.46,4,0.61,0.055,0.03,0.201,0,0,251,14,2991,28,0,4323,0.054,0.13,0.742,0.165,0,129,129,129,23.2,0,0,35.3,0,2.26,0,437.1,232,25,27,0.47,0.21,0.046,1.3,213,17,0,0,0,0,0,0,0,0.002,0.002,0.046,0.002,0,0.029,0,0,0.082,0.108,0,0.002,0,0,0,89.62
"Collards, fresh, cooked, no added fat",Vegetables,34,3.24,5.81,0.49,4.3,0.65,0.059,0.032,0.215,0,0,256,14,3046,29,0,4403,0.052,0.132,0.756,0.168,0,104,104,104,24.9,0,0,26.5,0,2.42,0,468.6,249,27,29,0.5,0.22,0.049,1.4,228,143,0,0,0,0,0,0,0,0.002,0.002,0.049,0.002,0,0.031,0,0,0.088,0.116,0,0.002,0,0,0,88.55
"Cress, raw",Vegetables,32,2.6,5.5,4.4,1.1,0.7,0.023,0.239,0.228,0,0,346,0,4150,0,0,12500,0.08,0.26,1,0.247,0,80,80,80,19.5,0,0,69,0,0.7,0,541.9,81,76,38,1.3,0.23,0.17,0.9,606,14,0,0,0,0,0,0,0,0,0,0.016,0.007,0,0.087,0.061,0.091,0.152,0.076,0,0,0,0,0,89.4
"Cress, cooked",Vegetables,58,2.72,5.73,4.58,1.1,3.47,0.745,1.188,1.051,2,12,354,0,4109,0,0,12361,0.075,0.257,0.989,0.262,0,63,63,63,20.5,0,0,50.3,0,1.09,0,566.5,85,79,40,1.36,0.24,0.177,0.9,631,145,0,0,0,0.019,0.014,0.008,0.018,0.022,0.069,0.413,0.154,0.015,0.993,0.076,0.095,0.88,0.171,0,0.001,0,0,0,85.88
"Dandelion greens, raw",Vegetables,45,2.7,9.2,0.71,3.5,0.7,0.17,0.014,0.306,0,0,508,363,5854,121,0,13610,0.19,0.26,0.806,0.251,0,27,27,27,35.3,0,0,35,0,3.44,0,778.4,187,66,36,3.1,0.41,0.171,0.5,397,76,0,0,0,0,0,0,0,0,0.009,0.145,0.007,0,0.014,0,0,0.261,0.044,0,0,0,0,0,85.6
"Dandelion greens, cooked",Vegetables,71,2.82,9.58,0.74,3.6,3.47,0.898,0.954,1.133,2,12,515,359,5794,120,0,13459,0.178,0.257,0.797,0.266,0,21,21,21,37,0,0,25.5,0,3.95,0,812.6,195,69,38,3.23,0.43,0.178,0.5,414,209,0,0,0,0.019,0.014,0.008,0.018,0.022,0.078,0.547,0.154,0.015,0.917,0.013,0,0.993,0.138,0,0.001,0,0,0,81.93
"Romaine lettuce, raw",Vegetables,15,1.36,2.87,0.78,1.3,0.15,0.02,0.006,0.082,0,0,370,0,4443,0,0,1730,0.07,0.08,0.375,0.09,0,38,38,38,13.6,0,0,9.2,0,0.22,0,126.3,36,29,13,0.86,0.18,0.029,0.6,194,28,0,0,0,0,0,0,0,0,0,0.018,0.002,0.002,0.005,0,0,0.024,0.058,0,0,0,0,0,94.98
"Greens, fresh, cooked, no added fat",Vegetables,37,2.97,5.16,0.74,4.2,0.97,0.106,0.069,0.388,0,0,254,7,3026,26,0,5533,0.077,0.212,0.906,0.163,0,74,74,74,10.2,0,0,46.6,0,1.66,0,418.9,235,43,31,1.14,0.3,0.085,1.1,302,159,0,0,0,0,0,0,0,0.003,0.003,0.092,0.004,0.001,0.059,0.002,0.006,0.165,0.217,0,0.002,0,0,0,89.1
"Kale, raw",Vegetables,43,2.92,4.42,0.8,4.1,1.49,0.178,0.104,0.673,0,0,241,0,2870,27,0,6260,0.113,0.347,1.18,0.147,0,62,62,62,0.5,0,0,93.4,0,0.66,0,390,254,55,33,1.6,0.39,0.053,0.9,348,53,0,0,0,0,0,0,0,0.006,0.006,0.158,0.006,0,0.104,0,0,0.291,0.378,0,0.003,0,0,0,89.6
"Kale, fresh, cooked, no added fat",Vegetables,46,3.13,4.74,0.86,4.4,1.6,0.191,0.111,0.721,0,0,245,0,2923,27,0,6375,0.109,0.353,1.202,0.15,0,50,50,50,0.5,0,0,70.1,0,0.71,0,418.1,272,59,35,1.72,0.42,0.057,1,373,181,0,0,0,0,0,0,0,0.006,0.006,0.169,0.006,0,0.111,0,0,0.312,0.405,0,0.003,0,0,0,88.53
"Mustard greens, raw",Vegetables,27,2.86,4.67,1.32,3.2,0.42,0.01,0.092,0.038,0,0,151,10,1790,40,0,3730,0.08,0.11,0.8,0.18,0,12,12,12,0.5,0,0,70,0,2.01,0,257.5,115,58,32,1.64,0.25,0.165,0.9,384,20,0,0,0,0,0,0,0,0,0,0.005,0.002,0,0.015,0.019,0.058,0.02,0.018,0,0,0,0,0,90.7
"Mustard greens, fresh, cooked, no added fat",Vegetables,29,3.07,5.01,1.42,3.4,0.45,0.011,0.099,0.041,0,0,154,10,1823,41,0,3799,0.077,0.112,0.815,0.183,0,10,10,10,0.5,0,0,52.5,0,2.15,0,276.1,123,62,34,1.76,0.27,0.177,1,412,146,0,0,0,0,0,0,0,0,0,0.005,0.002,0,0.016,0.02,0.062,0.021,0.019,0,0,0,0,0,89.71
"Poke greens, cooked",Vegetables,42,2.24,3.01,1.55,1.5,2.93,0.759,0.886,0.927,2,11,432,0,5058,0,0,1691,0.068,0.242,1.065,0.124,0,9,9,9,0.5,0,0,79.4,0,1.16,0,106.8,52,32,14,1.16,0.18,0.122,0.9,178,138,0,0,0,0.018,0.013,0.007,0.017,0.021,0.065,0.448,0.142,0.015,0.851,0.012,0,0.832,0.095,0,0.001,0,0,0,90.26
"Radicchio, raw",Vegetables,23,1.43,4.48,0.6,0.9,0.25,0.06,0.01,0.11,0,0,1,0,16,0,0,8832,0.016,0.028,0.255,0.057,0,60,60,60,10.9,0,0,8,0,2.26,0,255.2,19,40,13,0.57,0.62,0.341,0.9,302,22,0,0,0,0,0,0,0,0,0.003,0.052,0.003,0,0.005,0,0,0.093,0.016,0,0,0,0,0,93.14
"Spinach, raw",Vegetables,27,2.85,2.41,0.42,1.6,0.62,0.063,0.01,0.165,0,0,283,0,3400,0,0,6020,0.077,0.194,0.551,0.195,0,116,116,116,19.3,0,0,26.5,0,2.03,0,482.9,68,39,93,1.26,0.45,0.082,0,582,111,0,0,0,0,0,0,0,0,0.01,0.049,0.004,0.005,0.005,0,0,0.026,0.138,0,0,0,0,0,92.52
"Spinach, fresh, cooked, no added fat",Vegetables,33,3.41,3.1,0.49,1.9,0.7,0.074,0.012,0.194,0,0,341,0,4088,11,0,8823,0.08,0.214,0.568,0.238,0,99,99,99,22.6,0,0,24.9,0,2.38,0,566.4,79,48,109,1.23,0.49,0.093,0,540,262,0,0,0,0,0,0,0,0,0.012,0.057,0.005,0.006,0.006,0,0,0.03,0.162,0,0,0,0,0,90.77
"Watercress, raw",Vegetables,11,2.3,1.29,0.2,0.5,0.1,0.027,0.008,0.035,0,0,160,0,1914,0,0,5767,0.09,0.12,0.2,0.129,0,9,9,9,9,0,0,43,0,1,0,250,120,60,21,0.2,0.11,0.077,0.9,330,41,0,0,0,0,0,0,0,0,0,0.024,0.003,0.002,0.006,0,0,0.012,0.023,0,0,0,0,0,95.11
"Watercress, cooked",Vegetables,36,2.4,1.35,0.21,0.5,2.84,0.749,0.947,0.85,2,12,170,0,1898,0,0,5703,0.084,0.119,0.198,0.145,0,7,7,7,9.6,0,0,31.3,0,1.41,0,262.6,125,63,22,0.21,0.12,0.08,0.9,344,173,0,0,0,0.019,0.014,0.008,0.018,0.022,0.069,0.421,0.15,0.017,0.909,0.013,0,0.734,0.116,0,0.001,0,0,0,91.83
"Broccoli, raw",Vegetables,39,2.57,6.27,1.4,2.4,0.34,0.039,0.011,0.017,0,0,8,0,93,0,0,745,0.077,0.114,0.639,0.191,0,65,65,65,18.7,0,0,91.3,0,0.15,0,102,46,67,21,0.69,0.42,0.059,1.6,303,36,0,0,0,0,0,0,0,0,0.001,0.029,0.006,0,0.01,0,0,0.017,0.021,0,0,0,0,0,90
"Broccoli, fresh, cooked, no added fat",Vegetables,41,2.67,6.51,1.45,2.5,0.35,0.041,0.011,0.018,0,0,8,0,92,0,0,735,0.072,0.112,0.63,0.179,0,57,57,57,19.4,0,0,80.6,0,0.16,0,105.9,48,70,22,0.72,0.44,0.061,1.7,315,158,0,0,0,0,0,0,0,0,0.001,0.03,0.006,0,0.01,0,0,0.018,0.022,0,0,0,0,0,89.3
"Carrots, fresh, cooked, no added fat",Vegetables,43,0.97,9.95,4.92,2.9,0.25,0.033,0.012,0.106,0,0,824,3430,8174,0,1,253,0.062,0.057,0.97,0.129,0,17,17,17,9.1,0,0,5.2,0,0.68,0,13.7,34,36,12,0.31,0.25,0.047,0.1,332,192,0,0,0,0,0,0,0,0,0,0.031,0.002,0.002,0.011,0,0,0.104,0.002,0,0,0,0,0,87.53
"Pumpkin, cooked",Vegetables,52,1.05,6.77,2.88,0.5,2.84,0.775,0.953,0.819,2,12,433,3971,3071,0,0,1483,0.047,0.109,0.593,0.075,0,14,14,14,8.8,0,0,8,0,1.47,0,3.5,22,46,13,0.84,0.33,0.132,0.3,354,131,0,0,0,0.019,0.014,0.008,0.018,0.023,0.075,0.434,0.15,0.021,0.909,0.013,0,0.724,0.095,0,0.001,0,0,0,88.17
"Winter squash, raw",Vegetables,26,1,6.5,2.76,0.5,0.1,0.052,0.013,0.005,0,0,426,4016,3100,0,0,1500,0.05,0.11,0.6,0.061,0,16,16,16,8.2,0,0,9,0,1.06,0,1.1,21,44,12,0.8,0.32,0.127,0.3,340,1,0,0,0,0,0,0,0,0.001,0.006,0.037,0.003,0.006,0.006,0,0,0.002,0.003,0,0,0,0,0,91.6
"Winter squash, cooked, no added fat",Vegetables,37,0.89,8.82,3.29,2.8,0.35,0.072,0.026,0.147,0,0,260,680,2785,0,0,1411,0.016,0.067,0.494,0.161,0,20,20,20,10.6,0,0,9.6,0,0.12,0,4.4,22,19,13,0.44,0.22,0.082,0.4,240,117,0,0,0,0,0,0,0,0.002,0.001,0.062,0.007,0.002,0.024,0,0,0.055,0.092,0,0,0,0,0,88.94
"Squash, winter, souffle",Vegetables,78,3.4,12.14,5.77,2.1,2.26,0.747,0.701,0.446,73,36,225,495,2028,2,0,1117,0.047,0.141,0.541,0.134,3,25,29,27,56.5,0.17,0,7,0.5,0.28,0,3.3,35,57,13,0.79,0.44,0.067,6.4,216,164,0,0,0,0.003,0.003,0.002,0.004,0.007,0.051,0.504,0.164,0.048,0.648,0,0,0.315,0.07,0,0,0,0,0,81.11
"Tomatoes, raw",Vegetables,20,0.82,4.04,2.63,1.2,0.31,0.028,0.031,0.083,0,0,32,61,397,6,2813,103,0.046,0.018,0.597,0.078,0,13,13,13,7,0,0,16.3,0,0.58,0,7.5,10,23,10,0.22,0.15,0.051,0,226,4,0,0,0,0,0,0,0,0,0,0.02,0.008,0.001,0.03,0,0,0.08,0.003,0,0,0,0,0,94.38
"Tomatoes, fresh, cooked",Vegetables,50,1.08,4.71,3.19,1.5,3.42,0.872,1.129,1.047,3,14,62,116,522,0,2958,141,0.043,0.022,0.683,0.112,0,13,13,13,7.6,0,0,15.8,0,1.08,0,12.3,13,29,13,0.33,0.21,0.071,0,287,157,0,0,0,0.022,0.016,0.009,0.021,0.025,0.08,0.484,0.181,0.019,1.085,0.015,0,0.936,0.111,0,0.001,0,0,0,89.78
"Sprouts, NFS",Vegetables,30,3.04,5.94,4.13,1.8,0.18,0.046,0.022,0.058,0,0,1,6,6,6,0,0,0.084,0.124,0.749,0.088,0,61,61,61,14.4,0,0,13.2,0,0.1,0,33,13,54,21,0.91,0.41,0.164,0.6,149,6,0,0,0,0,0,0,0,0,0,0.032,0.008,0,0.022,0,0,0.042,0.016,0,0,0,0,0,90.4
"Alfalfa sprouts, raw",Vegetables,23,3.99,2.1,0.2,1.9,0.69,0.069,0.056,0.409,0,0,8,6,87,6,0,0,0.076,0.126,0.481,0.034,0,36,36,36,14.4,0,0,8.2,0,0.02,0,30.5,32,70,27,0.96,0.92,0.157,0.6,79,6,0,0,0,0,0,0,0,0,0.002,0.059,0.008,0,0.056,0,0,0.234,0.175,0,0,0,0,0,92.82
"Artichoke, raw",Vegetables,53,2.89,11.95,0.99,5.7,0.34,0.079,0.011,0.145,0,0,1,0,8,0,0,464,0.05,0.089,1.11,0.081,0,89,89,89,34.4,0,0,7.4,0,0.19,0,14.8,21,73,42,0.61,0.4,0.127,0.2,286,60,0,0,0,0,0,0,0,0.004,0.004,0.066,0.006,0,0.011,0,0,0.105,0.038,0,0,0,0,0,84.08
"Asparagus, raw",Vegetables,20,2.2,3.88,1.88,2.1,0.12,0.04,0,0.05,0,0,38,9,449,0,0,710,0.143,0.141,0.978,0.091,0,52,52,52,16,0,0,5.6,0,1.13,0,41.6,24,52,14,2.14,0.54,0.189,2.3,202,2,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,0.01,0,0,0,0,0,93.22
"Bean sprouts, raw",Vegetables,30,3.04,5.94,4.13,1.8,0.18,0.046,0.022,0.058,0,0,1,6,6,6,0,0,0.084,0.124,0.749,0.088,0,61,61,61,14.4,0,0,13.2,0,0.1,0,33,13,54,21,0.91,0.41,0.164,0.6,149,6,0,0,0,0,0,0,0,0,0,0.032,0.008,0,0.022,0,0,0.042,0.016,0,0,0,0,0,90.4
"Green beans, raw",Vegetables,31,1.83,6.97,3.26,2.7,0.22,0.05,0.01,0.113,0,0,35,69,379,0,0,640,0.082,0.104,0.734,0.141,0,33,33,33,15.3,0,0,12.2,0,0.41,0,43,37,38,25,1.03,0.24,0.069,0.6,211,6,0,0,0,0,0,0,0,0,0,0.042,0.008,0,0.008,0,0,0.044,0.069,0,0,0,0,0,90.32
"Broccoflower, raw",Vegetables,31,2.95,6.09,3.03,3.2,0.3,0.047,0.028,0.133,0,0,8,0,93,0,0,42,0.08,0.102,0.734,0.222,0,57,57,57,57.1,0,0,88.1,0,0.04,0,20.2,33,62,20,0.73,0.64,0.041,0.6,300,23,0,0,0,0,0,0,0,0,0,0.038,0.004,0.004,0.023,0.001,0.001,0.029,0.104,0,0,0,0,0,89.79
"Brussels sprouts, raw",Vegetables,43,3.38,8.95,2.2,3.8,0.3,0.062,0.023,0.153,0,0,38,6,450,0,0,1590,0.139,0.09,0.745,0.219,0,61,61,61,19.1,0,0,85,0,0.88,0,177,42,69,23,1.4,0.42,0.07,1.6,389,25,0,0,0,0,0,0.002,0,0,0,0.053,0.003,0.002,0.019,0,0,0.045,0.099,0,0.001,0,0,0,86
"Cabbage, green, raw",Vegetables,25,1.28,5.8,3.2,2.5,0.1,0.034,0.017,0.017,0,0,5,33,42,0,0,30,0.061,0.04,0.234,0.124,0,43,43,43,10.7,0,0,36.6,0,0.15,0,76,40,26,12,0.47,0.18,0.019,0.3,170,18,0,0,0,0,0,0,0,0,0,0.034,0,0,0.017,0,0,0.017,0,0,0,0,0,0,92.18
