# File:SSP_database_v9.csv,,,,,,,,,,,,,,,,,,,,,,,,
MODEL,SCENARIO,iso,REGION,VARIABLE,UNIT,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Female|Aged25-29,million,0.4062,0.502182269,0.446150054,0.277195644,0.264250105,0.375729649,0.37405825,0.345804906,0.294181347,0.270260981,0.277723208,0.288710571,0.283054383,0.264536986,0.24444693,0.235993185,0.234890136,0.23179387,0.222678478
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Female|Aged30-34,million,0.338978,0.411133634,0.506459469,0.45091088,0.283595221,0.270921391,0.381657731,0.380094924,0.352208415,0.30101493,0.277187539,0.283888229,0.294120289,0.287414791,0.267756053,0.246641661,0.237365747,0.235516678,0.231692894
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Female|Aged35-39,million,0.324514,0.341852243,0.413962073,0.508870662,0.453799884,0.287803033,0.275359744,0.385548462,0.384104088,0.356517485,0.305670793,0.280945643,0.287172085,0.296926112,0.289576073,0.269232179,0.247504667,0.237715871,0.235387094
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Female|Aged40-44,million,0.344979,0.325423321,0.342851818,0.414828415,0.509399855,0.45486124,0.290054031,0.277831735,0.387595831,0.386291484,0.358983674,0.307529084,0.282403648,0.288398015,0.297905582,0.290243146,0.269579685,0.247567971,0.237527772
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Female|Aged45-49,million,0.392573,0.343730329,0.324473072,0.341953258,0.413720142,0.50792757,0.454070246,0.290616315,0.278657329,0.387999463,0.386895521,0.359462306,0.307860627,0.282637142,0.288540207,0.297937856,0.290152752,0.269374005,0.247261653
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Female|Aged5-9,million,0.254887,0.367593792,0.365647182,0.336856651,0.284485396,0.260360602,0.2680224,0.279826538,0.27537812,0.258311861,0.239798068,0.232539313,0.232466932,0.230379348,0.22223875,0.211030655,0.201940744,0.196475939,0.192222879
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Female|Aged50-54,million,0.329837,0.388017264,0.339962223,0.321222165,0.33888256,0.410299701,0.503982824,0.451179324,0.289638478,0.278057011,0.386861393,0.385893698,0.358617433,0.30721077,0.282076815,0.287985667,0.297365084,0.289579261,0.268816891
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Female|Aged55-59,million,0.213677,0.322225873,0.379203009,0.33274659,0.315015179,0.333041515,0.403916907,0.496907589,0.445719547,0.287015623,0.276004894,0.384291479,0.383641141,0.356772326,0.305792651,0.28089522,0.286876091,0.296292347,0.288587517
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Female|Aged60-64,million,0.109445,0.204946199,0.309259366,0.364798112,0.321151581,0.30503552,0.323645276,0.393810384,0.485749073,0.437016945,0.282416596,0.272087527,0.379496741,0.379424993,0.353329574,0.303203805,0.278808846,0.285002371,0.29459032
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Female|Aged65-69,million,0.081497,0.101508495,0.19039672,0.288502891,0.34227904,0.303003402,0.289313019,0.30887976,0.377750252,0.468140441,0.423097487,0.274432779,0.265311614,0.371161054,0.372106697,0.347366229,0.298745358,0.275247446,0.281861762
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Female|Aged70-74,million,0.115638,0.070746718,0.088887976,0.168009344,0.257079405,0.308010514,0.27509695,0.26495569,0.285461466,0.352067314,0.439583826,0.399926414,0.261009448,0.253809341,0.356886539,0.359464563,0.336990115,0.290929453,0.268985744
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Female|Aged75-79,million,0.093355,0.090054972,0.05584199,0.071476463,0.137264673,0.213361742,0.25965508,0.235095168,0.229210311,0.25051871,0.312945824,0.395248735,0.363438196,0.239573953,0.23511977,0.333414064,0.338445938,0.319542067,0.277688345
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Female|Aged80-84,million,0.043486,0.061757137,0.060332006,0.038437689,0.050638735,0.099509171,0.158562581,0.197338383,0.182268912,0.181080416,0.202103826,0.257423428,0.330908102,0.309449585,0.207253868,0.206417432,0.296742378,0.305031188,0.291414081
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Female|Aged85-89,million,0.014785,0.022682357,0.032491333,0.032659832,0.021601802,0.029511847,0.060108077,0.098869617,0.127130465,0.120887299,0.123345321,0.142142291,0.186224559,0.246076339,0.236352142,0.162297025,0.165466978,0.243091509,0.255079885
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Female|Aged90-94,million,0.004246,0.005420377,0.00848217,0.012512514,0.01304037,0.008997668,0.012953865,0.027404389,0.047248382,0.063382669,0.062650337,0.06673108,0.080227239,0.109760048,0.15140666,0.151447307,0.108064012,0.114205907,0.173662157
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Female|Aged95-99,million,6.97E-04,9.76E-04,0.001263704,0.002059561,0.003145355,0.003403942,0.00249879,0.003743043,0.008417354,0.015279228,0.021556288,0.022718673,0.025457834,0.032598306,0.047614891,0.069893079,0.074190133,0.055991886,0.062475789
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Male,million,4.543839,4.812224026,5.034318325,5.183703738,5.284086866,5.364588165,5.430383526,5.466548982,5.470104494,5.447152834,5.409275168,5.353540518,5.277264757,5.181840211,5.075253343,4.967727595,4.862343488,4.754499777,4.637029709
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Male|Aged0-4,million,0.42796,0.420469095,0.38391887,0.320775639,0.288019133,0.293869375,0.304168113,0.296471444,0.272674017,0.252854034,0.245388206,0.245492005,0.243467935,0.235044015,0.223363758,0.213911037,0.208287908,0.20395254,0.198031071
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Male|Aged10-14,million,0.298683,0.302027737,0.428899729,0.422199812,0.386256586,0.323650286,0.29116706,0.296984297,0.307242402,0.299585177,0.275890701,0.255829572,0.247841849,0.247527266,0.245089516,0.236235687,0.224150782,0.214341813,0.208398354
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Male|Aged100+,million,7.00E-06,1.04E-05,1.48E-05,2.36E-05,4.60E-05,6.87E-05,7.77E-05,5.75E-05,9.67E-05,2.14E-04,4.35E-04,7.25E-04,8.32E-04,0.001159233,0.001835661,0.003424496,0.006167777,0.008158766,0.008047479
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Male|Aged15-19,million,0.467336,0.298976445,0.302383914,0.4290053,0.422401905,0.386626161,0.324201291,0.291814693,0.297634634,0.307894193,0.300261915,0.276418532,0.256234296,0.24815473,0.247762139,0.245246433,0.236314137,0.224156947,0.214282472
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Male|Aged20-24,million,0.523528,0.466472344,0.299034245,0.30254777,0.428861538,0.422433117,0.386892747,0.324750154,0.292487394,0.298328603,0.308595265,0.30082288,0.276831137,0.256525291,0.248352661,0.247875609,0.245276254,0.236264703,0.224036165
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Male|Aged25-29,million,0.416709,0.52616185,0.469831009,0.304568008,0.308317913,0.433689507,0.427520106,0.392497883,0.330928859,0.298873448,0.304587899,0.314056606,0.305232023,0.280108963,0.258875085,0.24999221,0.248892802,0.245694638,0.236121688
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Male|Aged30-34,million,0.319406,0.419035715,0.527525658,0.472411366,0.309745665,0.313732083,0.437972766,0.432135894,0.39768795,0.336842195,0.305050165,0.310013782,0.318762568,0.308972846,0.28280021,0.260686052,0.25109381,0.249348647,0.245521871
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Male|Aged35-39,million,0.293604,0.320058805,0.419129965,0.526932097,0.473193938,0.312729502,0.316963304,0.440421357,0.434844399,0.400935179,0.340686599,0.308093639,0.31264473,0.320975479,0.310638789,0.283886849,0.261279252,0.251269833,0.249128786
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Male|Aged40-44,million,0.29731,0.292023285,0.318667352,0.417093951,0.524405565,0.471941823,0.313605039,0.31818299,0.440893115,0.435671245,0.402270865,0.341681097,0.308853192,0.313248943,0.321406043,0.310861918,0.28390473,0.261119316,0.250940514
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Male|Aged45-49,million,0.36529,0.292865796,0.288285468,0.315083577,0.412663641,0.519248367,0.468290946,0.312519959,0.317428187,0.439410003,0.434643792,0.401406215,0.34101393,0.308242941,0.312637178,0.320764148,0.310208064,0.283268014,0.260484249
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Male|Aged5-9,million,0.301149,0.428370847,0.421421825,0.385401781,0.322551491,0.289971627,0.295791774,0.306078207,0.298402242,0.27466788,0.254860964,0.247054213,0.246887059,0.244595439,0.235891853,0.223947914,0.214263696,0.208433994,0.203905342
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Male|Aged50-54,million,0.295589,0.353738202,0.284487473,0.280883078,0.307662485,0.403694025,0.508952105,0.46031181,0.308384608,0.313849953,0.434630592,0.430438719,0.39796034,0.338413497,0.306134741,0.31070578,0.318955061,0.308605039,0.28190927
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Male|Aged55-59,million,0.190699,0.279128334,0.334765072,0.270509058,0.268193914,0.294965919,0.388451717,0.491366464,0.446184574,0.300328891,0.306640605,0.425695297,0.42261309,0.391615893,0.333624275,0.302286909,0.307220653,0.315769421,0.305843293
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Male|Aged60-64,million,0.097949,0.173682984,0.255023499,0.307476679,0.250285131,0.249623097,0.276404323,0.365876664,0.465465357,0.425077017,0.287912986,0.29532439,0.411754534,0.410365968,0.381587689,0.326093975,0.296271369,0.301861436,0.310933123
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Male|Aged65-69,million,0.062748,0.084765867,0.150628294,0.222991428,0.271324193,0.222832758,0.224401216,0.25063378,0.334772991,0.429399059,0.395493915,0.269934551,0.278864858,0.391331205,0.39230281,0.366728545,0.314872852,0.287332697,0.293877384
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Male|Aged70-74,million,0.083349,0.049590109,0.067686504,0.12138738,0.182180926,0.224297218,0.186924032,0.190469646,0.215987677,0.292189395,0.379617359,0.353917511,0.244302932,0.255015508,0.361305331,0.365385709,0.344258049,0.297774659,0.273524938
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Male|Aged75-79,million,0.065909,0.05650453,0.034225017,0.047719633,0.087040127,0.133043323,0.167185766,0.141708257,0.147537008,0.170879785,0.235891102,0.31253544,0.296682741,0.208312418,0.220909086,0.31757648,0.325427558,0.310484365,0.271614148
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Male|Aged80-84,million,0.028324,0.035227977,0.031197431,0.019489456,0.028057473,0.052297758,0.082420497,0.105851179,0.092692732,0.099237889,0.118770052,0.16898626,0.230148211,0.22440718,0.161606907,0.175467773,0.25774383,0.26963926,0.262144423
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Male|Aged85-89,million,0.006984,0.011148928,0.014008581,0.012967394,0.008484444,0.01264706,0.024491642,0.039671303,0.053335565,0.048528043,0.054291905,0.068085743,0.100802271,0.142938048,0.144951805,0.108305032,0.121657093,0.184687273,0.19914257
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Male|Aged90-94,million,0.001181,0.001787929,0.002912396,0.003776586,0.003742329,0.002550862,0.004011563,0.007962524,0.01374109,0.019339673,0.018709713,0.022203228,0.029434212,0.046149542,0.069341792,0.074283888,0.058406927,0.068965959,0.109655266
IIASA-WiC POP,SSP2_v9_130115,aze,AZE,Population|Male|Aged95-99,million,1.25E-04,1.77E-04,2.71E-04,4.60E-04,6.53E-04,6.76E-04,4.90E-04,7.83E-04,0.001682946,0.003047192,0.004645914,0.004826138,0.006100489,0.008735807,0.014836014,0.02406115,0.027690884,0.023370458,0.0294873
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population,million,8.382244466,9.642009306,10.8920538,12.0372821,13.08582371,14.08563269,15.05635209,15.97400628,16.81018401,17.53127721,18.12584723,18.57891689,18.93783139,19.18812391,19.32381387,19.35264824,19.28908243,19.14887635,18.91791286
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Female,million,4.269258143,4.897149626,5.522210595,6.098322197,6.628126967,7.133749975,7.625110326,8.092012816,8.514424699,8.878925562,9.184362756,9.415223679,9.588914086,9.707914881,9.774168483,9.78365277,9.747170554,9.670983036,9.548652167
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Female|Aged0-4,million,0.589744,0.679373572,0.71522976,0.689529976,0.665712588,0.662623637,0.676411918,0.679728522,0.670549923,0.650363698,0.620221696,0.603755259,0.599706263,0.586354317,0.565354082,0.535610259,0.510218949,0.491459374,0.469009865
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Female|Aged10-14,million,0.486312,0.505286448,0.568507664,0.65489998,0.692741559,0.671705388,0.6510405,0.650962594,0.666147431,0.673078666,0.66721759,0.648440985,0.619442727,0.603619026,0.59974804,0.586186985,0.564559561,0.533796555,0.507351753
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Female|Aged100+,million,1.40E-05,1.80E-05,2.23E-05,2.51E-05,2.67E-05,3.17E-05,3.51E-05,4.46E-05,5.36E-05,7.16E-05,9.55E-05,1.16E-04,1.41E-04,1.96E-04,3.13E-04,4.93E-04,7.59E-04,0.001083377,0.001494839
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Female|Aged15-19,million,0.48831413,0.483076937,0.501861607,0.565027261,0.65100433,0.688809364,0.668612735,0.648433998,0.648962797,0.664695002,0.671983782,0.666259129,0.647564721,0.618604409,0.602759662,0.598831344,0.585121693,0.563317068,0.532404403
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Female|Aged20-24,million,0.46640311,0.484718738,0.479211547,0.498255541,0.561170884,0.646321159,0.684195185,0.664671645,0.645290986,0.646514984,0.662664475,0.670015083,0.664353146,0.645720737,0.616825428,0.601007299,0.596966497,0.583114504,0.561194527
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Female|Aged25-29,million,0.398124717,0.49153757,0.503256307,0.49778365,0.517284945,0.580565732,0.664628618,0.702434604,0.683480959,0.66472879,0.666529381,0.679773369,0.684123661,0.675377037,0.653642771,0.621804893,0.603229097,0.596537026,0.580175372
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Female|Aged30-34,million,0.30086609,0.419680384,0.507517788,0.51903303,0.51387916,0.533874233,0.597140918,0.679873905,0.717485028,0.699514664,0.682040896,0.680963516,0.691680908,0.693439277,0.68196905,0.657511931,0.622915795,0.601695397,0.592567764
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Female|Aged35-39,million,0.217839079,0.3089627,0.423374935,0.509744949,0.521576588,0.517196283,0.53758118,0.600499231,0.681510248,0.719061066,0.703204421,0.684251241,0.682031861,0.691734807,0.692440651,0.679964809,0.654342318,0.61859704,0.596469785
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Female|Aged40-44,million,0.174866779,0.219014939,0.306369656,0.417605603,0.502088354,0.514421635,0.510933578,0.531736682,0.593900178,0.673279235,0.711767054,0.695649548,0.67671808,0.674556239,0.684270246,0.685144794,0.672689774,0.647077892,0.611688692
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Female|Aged45-49,million,0.155276034,0.172189014,0.214484248,0.298478693,0.406037674,0.488267663,0.500880193,0.498522548,0.519613757,0.580951777,0.659610004,0.697540006,0.682034282,0.663966709,0.662557674,0.672923535,0.674427357,0.662638757,0.637929269
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Female|Aged5-9,million,0.508572,0.57269253,0.659607276,0.696917024,0.675070803,0.653145438,0.652707801,0.666954348,0.672858929,0.666530916,0.647659611,0.618672264,0.602983732,0.599313137,0.586045203,0.564891016,0.534603485,0.508599135,0.489220055
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Female|Aged50-54,million,0.139859783,0.15061508,0.166507284,0.207047595,0.287346882,0.390806606,0.470025622,0.483201615,0.481949223,0.503485781,0.56456972,0.641799338,0.679301741,0.664923322,0.648242394,0.647885736,0.65910424,0.661514803,0.650735865
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Female|Aged55-59,million,0.117604615,0.13315732,0.143148062,0.158272727,0.196615649,0.272811344,0.370986406,0.447039392,0.460589026,0.460754996,0.483476861,0.543187677,0.618609923,0.655929273,0.643363258,0.628555493,0.629841523,0.642281286,0.645830606
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Female|Aged60-64,million,0.079972808,0.108760432,0.123002299,0.132259016,0.146260491,0.182137323,0.252597069,0.344457931,0.415958617,0.430011958,0.432947485,0.455777294,0.513571622,0.586669727,0.624087514,0.614069557,0.602479188,0.606108493,0.619993747
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Female|Aged65-69,million,0.059293,0.070323798,0.095597467,0.108100482,0.116257504,0.129341619,0.160991477,0.224327405,0.306819458,0.372041741,0.388251986,0.392862454,0.415522387,0.4705032,0.540350588,0.577674871,0.572414418,0.56535433,0.571798097
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Female|Aged70-74,million,0.041041,0.047681985,0.056815666,0.077260335,0.087381327,0.094821378,0.10545239,0.132272492,0.185033272,0.254772251,0.313259166,0.329360234,0.335593894,0.357669545,0.408426636,0.47292014,0.511398172,0.512453258,0.510820666
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Female|Aged75-79,million,0.025539,0.028448719,0.033372102,0.039876135,0.054273046,0.062192922,0.067369418,0.075873157,0.095585465,0.135112751,0.190344833,0.236559759,0.251208717,0.258983326,0.279635682,0.32382537,0.382030919,0.42105794,0.428783043
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Female|Aged80-84,million,0.01315,0.014432826,0.01629141,0.01915521,0.022900952,0.031789767,0.036271588,0.039987279,0.045146501,0.057407781,0.083933029,0.120001719,0.151010971,0.162987398,0.171111339,0.18887543,0.225104963,0.273776098,0.309737311
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Female|Aged85-89,million,0.005033,0.005539804,0.006185231,0.006991709,0.008199555,0.010089854,0.013882081,0.016247802,0.017874565,0.020328,0.027045787,0.040203787,0.058370521,0.075004535,0.08288841,0.089849062,0.103460909,0.129186082,0.163557349
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Female|Aged90-94,million,0.001255,0.001423667,0.001598864,0.001781336,0.001996216,0.00243826,0.00294482,0.004205367,0.004868001,0.005364063,0.006504299,0.008770141,0.013223849,0.019699792,0.026041289,0.029980885,0.034473447,0.042469806,0.056144105
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Female|Aged95-99,million,1.78E-04,2.15E-04,2.49E-04,2.77E-04,3.02E-04,3.59E-04,4.22E-04,5.38E-04,7.47E-04,8.56E-04,0.001035142,0.00126502,0.001719667,0.00266301,0.00409586,0.005646453,0.007029282,0.008864814,0.011745054
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Male,million,4.112986323,4.74485968,5.369843207,5.938959908,6.457696741,6.951882719,7.431241768,7.881993468,8.295759309,8.65235165,8.941484471,9.163693215,9.348917307,9.480209028,9.549645391,9.568995466,9.541911874,9.477893311,9.369260694
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Male|Aged0-4,million,0.594888,0.685427738,0.721665639,0.695386378,0.672324025,0.670368766,0.686424319,0.693376212,0.683473858,0.664260243,0.636003521,0.619864327,0.614620982,0.601501547,0.58115341,0.550680523,0.524897561,0.505854519,0.483097901
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Male|Aged10-14,million,0.485994,0.504758585,0.567096559,0.653116802,0.69075538,0.670149139,0.651118246,0.654055566,0.673408047,0.682613739,0.677331772,0.661534666,0.634331996,0.617840783,0.61341062,0.600883199,0.579957885,0.548755322,0.522146969
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Male|Aged100+,million,3.00E-06,4.66E-06,6.95E-06,8.33E-06,8.85E-06,1.08E-05,1.26E-05,1.44E-05,2.01E-05,3.23E-05,4.15E-05,5.17E-05,7.72E-05,1.19E-04,1.80E-04,2.86E-04,4.25E-04,5.81E-04,7.57E-04
IIASA-WiC POP,SSP2_v9_130115,bdi,BDI,Population|Male|Aged15-19,million,0.485728855,0.481453131,0.499930009,0.561870058,0.647184512,0.684849679,0.665214316,0.64701977,0.650438025,0.670301934,0.680081988,0.674977335,0.659241621,0.632204927,0.615910878,0.611498205,0.598973652,0.578013701,0.546794249
